Datetime,ETE.AT,MSFT,AAPL
2026-09-01 23:10:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:11:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:12:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:13:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:14:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:15:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:16:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:17:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:18:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:19:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:20:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:21:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:22:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:23:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:24:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:25:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:26:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:27:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:28:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:29:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:30:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:31:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:32:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:33:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:34:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:35:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:36:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:37:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:38:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:39:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:40:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:41:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:42:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:43:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:44:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:45:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:46:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:47:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:48:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:49:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:50:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:51:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:52:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:53:00+00:00,19.523366418312435,501.1499938964844,325.1400146484375
2026-09-01 23:54:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:55:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:56:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:57:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-01 23:58:00+00:00,19.518838878351744,501.1499938964844,325.1400146484375
2026-09-01 23:59:00+00:00,19.518838878351744,501.1499938964844,325.1400146484375
2026-09-02 00:00:00+00:00,19.518838878351744,501.1499938964844,325.1400146484375
2026-09-02 00:01:00+00:00,19.518838878351744,501.1499938964844,325.1400146484375
2026-09-02 00:02:00+00:00,19.518838878351744,501.1499938964844,325.1400146484375
2026-09-02 00:03:00+00:00,19.52110264833209,501.1499938964844,325.1400146484375
2026-09-02 00:04:00+00:00,19.518838878351744,501.1499938964844,325.1400146484375
2026-09-02 00:05:00+00:00,19.518838878351744,501.1499938964844,325.1400146484375
2026-09-02 00:06:00+00:00,19.5165751083714,501.1499938964844,325.1400146484375
2026-09-02 00:07:00+00:00,19.5165751083714,501.1499938964844,325.1400146484375
2026-09-02 00:08:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:09:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:10:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:11:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:12:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:13:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:14:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:15:00+00:00,19.5165751083714,501.1499938964844,325.1400146484375
2026-09-02 00:16:00+00:00,19.5165751083714,501.1499938964844,325.1400146484375
2026-09-02 00:17:00+00:00,19.5165751083714,501.1499938964844,325.1400146484375
2026-09-02 00:18:00+00:00,19.5165751083714,501.1499938964844,325.1400146484375
2026-09-02 00:19:00+00:00,19.5165751083714,501.1499938964844,325.1400146484375
2026-09-02 00:20:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:21:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:22:00+00:00,19.518838878351744,501.1499938964844,325.1400146484375
2026-09-02 00:23:00+00:00,19.5165751083714,501.1499938964844,325.1400146484375
2026-09-02 00:24:00+00:00,19.5165751083714,501.1499938964844,325.1400146484375
2026-09-02 00:25:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:26:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:27:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:28:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:29:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:30:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:31:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:32:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:33:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:34:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:35:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:36:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:37:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:38:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:39:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:40:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:41:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:42:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:43:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:44:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:45:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:46:00+00:00,19.514315352167614,501.1499938964844,325.1400146484375
2026-09-02 00:47:00+00:00,19.51205358907555,501.1499938964844,325.1400146484375
2026-09-02 00:48:00+00:00,19.509791825983484,501.1499938964844,325.1400146484375
2026-09-02 00:49:00+00:00,19.509791825983484,501.1499938964844,325.1400146484375
2026-09-02 00:50:00+00:00,19.509791825983484,501.1499938964844,325.1400146484375
2026-09-02 00:51:00+00:00,19.509791825983484,501.1499938964844,325.1400146484375
2026-09-02 00:52:00+00:00,19.509791825983484,501.1499938964844,325.1400146484375
2026-09-02 00:53:00+00:00,19.509791825983484,501.1499938964844,325.1400146484375
2026-09-02 00:54:00+00:00,19.509791825983484,501.1499938964844,325.1400146484375
2026-09-02 00:55:00+00:00,19.5075320697797,501.1499938964844,325.1400146484375
2026-09-02 00:56:00+00:00,19.5075320697797,501.1499938964844,325.1400146484375
2026-09-02 00:57:00+00:00,19.5075320697797,501.1499938964844,325.1400146484375
2026-09-02 00:58:00+00:00,19.509791825983484,501.1499938964844,325.1400146484375
2026-09-02 00:59:00+00:00,19.5075320697797,501.1499938964844,325.1400146484375
2026-09-02 01:00:00+00:00,19.5075320697797,501.1499938964844,325.1400146484375
2026-09-02 01:01:00+00:00,19.5075320697797,501.1499938964844,325.1400146484375
2026-09-02 01:02:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:03:00+00:00,19.5075320697797,501.1499938964844,325.1400146484375
2026-09-02 01:04:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:05:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:06:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:07:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:08:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:09:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 01:10:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:11:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:12:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:13:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 01:14:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 01:15:00+00:00,19.5075320697797,501.1499938964844,325.1400146484375
2026-09-02 01:16:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:17:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:18:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:19:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:20:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:21:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:22:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:23:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:24:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:25:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:26:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:27:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:28:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:29:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 01:30:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 01:31:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 01:32:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 01:33:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 01:34:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 01:35:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 01:36:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:37:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:38:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:39:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 01:40:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:41:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 01:42:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 01:43:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 01:44:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:45:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:46:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 01:47:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:48:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:49:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 01:50:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:51:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:52:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:53:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:54:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:55:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 01:56:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:57:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 01:58:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 01:59:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 02:00:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 02:01:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 02:02:00+00:00,19.493977546333554,501.1499938964844,325.1400146484375
2026-09-02 02:03:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 02:04:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 02:05:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 02:06:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 02:07:00+00:00,19.493977546333554,501.1499938964844,325.1400146484375
2026-09-02 02:08:00+00:00,19.493977546333554,501.1499938964844,325.1400146484375
2026-09-02 02:09:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 02:10:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 02:11:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 02:12:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 02:13:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:14:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:15:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:16:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:17:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:18:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:19:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:20:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 02:21:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:22:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 02:23:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 02:24:00+00:00,19.496235295649058,501.1499938964844,325.1400146484375
2026-09-02 02:25:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 02:26:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 02:27:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:28:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:29:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:30:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:31:00+00:00,19.49849304496456,501.1499938964844,325.1400146484375
2026-09-02 02:32:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:33:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 02:34:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 02:35:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:36:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:37:00+00:00,19.500750794280066,501.1499938964844,325.1400146484375
2026-09-02 02:38:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 02:39:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 02:40:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 02:41:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 02:42:00+00:00,19.505270306687635,501.1499938964844,325.1400146484375
2026-09-02 02:43:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 02:44:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 02:45:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 02:46:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 02:47:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 02:48:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
2026-09-02 02:49:00+00:00,19.50301055048385,501.1499938964844,325.1400146484375
